,gene_name,gene_biotype,P14E1KO_1_1_count,P14E1KO_1_3_count,P14E2KO_1_1_count,P14E2KO_1_3_count,P14E1WT_2_2_count,P14E1WT_2_4_count,P14E1WT_2_5_count,P14E2WT_2_1_count,P14E2WT_2_5_count
Myo1d,Myo1d,protein_coding,6508,6532,6913,8736,8590,7769,7706,6968,7349
Mmp13,Mmp13,protein_coding,0,0,0,0,0,1,0,1,5
Adam18,Adam18,protein_coding,6,6,6,6,13,9,10,7,4
Znf41.ps,Znf41-ps,unprocessed_pseudogene,75,25,82,78,106,105,54,52,68
Gm42868,Gm42868,sense_intronic,5,4,0,7,3,4,16,6,11
Cnpy4,Cnpy4,protein_coding,202,175,268,313,250,207,216,241,186
Ccdc88c,Ccdc88c,protein_coding,2037,1582,2010,2672,1917,1966,1843,2254,1379
Trpt1,Trpt1,protein_coding,174,180,242,226,172,164,224,171,184
Ubn1,Ubn1,protein_coding,1673,1215,1648,1987,1835,1604,1699,1782,1507
Agbl5,Agbl5,protein_coding,384,219,366,504,306,364,339,342,308
Izumo1,Izumo1,protein_coding,22,7,9,20,5,17,6,4,12
Plpp3,Plpp3,protein_coding,90,164,150,387,120,169,192,176,120
Dlat,Dlat,protein_coding,2365,1834,2146,2720,3031,2338,2283,2362,2224
X4932414J04Rik,4932414J04Rik,lincRNA,0,2,0,3,0,0,0,2,0
Tatdn1,Tatdn1,protein_coding,211,147,252,235,164,175,199,182,193
E230016M11Rik,E230016M11Rik,processed_transcript,41,29,23,48,33,41,49,38,51
Gm48591,Gm48591,sense_intronic,6,4,2,3,0,4,1,1,2
Trp53rka,Trp53rka,protein_coding,380,212,293,349,282,223,239,342,241
Nme9,Nme9,protein_coding,5,1,6,4,0,14,14,5,5
Txn1,Txn1,protein_coding,14795,13016,15207,15047,19156,16541,14874,16506,16784
X1700007L15Rik,1700007L15Rik,bidirectional_promoter_lncRNA,37,31,36,36,27,25,24,20,33
Il2ra,Il2ra,protein_coding,0,0,0,0,0,1,0,0,11
Gm16050,Gm16050,lincRNA,6,2,0,0,0,1,0,0,0
Asna1,Asna1,protein_coding,1006,867,1097,1158,1317,995,1069,1179,1083
F630042J09Rik,F630042J09Rik,lincRNA,4,6,4,8,7,2,1,7,2
Gm24091,Gm24091,snoRNA,2,2,4,7,5,2,0,1,4
Gm17251,Gm17251,processed_transcript,72,36,53,85,63,62,53,49,41
Fmc1,Fmc1,protein_coding,387,338,416,579,398,326,416,466,400
Pld1,Pld1,protein_coding,2173,2011,2394,2542,2472,2891,2555,2135,2327
Gm826,Gm826,protein_coding,7,5,8,8,5,4,4,0,4
Cfb,Cfb,protein_coding,140,120,128,226,124,131,89,182,112
Myo9b,Myo9b,protein_coding,1880,1212,2201,2100,1579,1752,1588,1818,1633
X1700061G19Rik,1700061G19Rik,protein_coding,5,9,12,13,5,20,8,20,18
Fuz,Fuz,protein_coding,220,158,159,210,201,143,170,196,130
Zscan12,Zscan12,protein_coding,134,66,126,132,105,98,110,107,77
Arpc2,Arpc2,protein_coding,5168,4554,5632,6364,6919,5262,5488,5495,5982
Sf3b5,Sf3b5,protein_coding,875,738,781,1008,1255,793,897,916,975
Gm48931,Gm48931,processed_pseudogene,9,1,0,1,1,1,0,1,0
Gm13448,Gm13448,processed_transcript,6,2,0,0,0,0,0,1,0
Ap1s2,Ap1s2,protein_coding,35,38,26,53,50,47,43,39,50
Gm10964,Gm10964,protein_coding,0,0,0,0,2,4,0,0,1
Fga,Fga,protein_coding,4,0,4,0,3,7,0,6,10
Arfip2,Arfip2,protein_coding,1463,1044,1666,1550,1762,1556,1445,1522,1464
Pglyrp2,Pglyrp2,protein_coding,0,0,3,0,0,0,0,1,0
Gm20427,Gm20427,processed_transcript,3,5,11,4,15,13,8,8,6
Slc39a6,Slc39a6,protein_coding,66,53,65,75,42,46,68,56,43
Gm15920,Gm15920,processed_pseudogene,544,540,632,352,291,270,547,535,336
X0710001A04Rik,0710001A04Rik,antisense,1,0,0,0,1,4,2,0,0
Dsg2,Dsg2,protein_coding,6176,5692,6224,7780,7871,7566,6595,5901,6312
Mcm3ap,Mcm3ap,protein_coding,1143,828,1111,1327,1158,1031,1029,948,985
Bbs10,Bbs10,protein_coding,40,18,25,21,20,29,16,16,13
Gm15722,Gm15722,antisense,0,1,0,6,0,0,1,0,1
Fam187b,Fam187b,protein_coding,47,35,51,51,52,28,53,35,34
Osbp2,Osbp2,protein_coding,0,3,4,11,2,1,3,2,3
A930024E05Rik,A930024E05Rik,antisense,11,14,8,28,21,22,26,15,13
Gm15419,Gm15419,antisense,0,0,0,0,1,10,0,4,1
X1200007C13Rik,1200007C13Rik,lincRNA,0,0,0,0,1,3,0,3,0
Gm26642,Gm26642,antisense,12,6,26,27,25,21,22,13,44
Mob3c,Mob3c,protein_coding,420,346,423,678,495,539,450,492,498
Coro7,Coro7,protein_coding,861,659,1191,1033,847,865,929,869,763
X4931428F04Rik,4931428F04Rik,protein_coding,182,144,208,318,232,139,191,209,135
Rexo2,Rexo2,protein_coding,566,494,631,778,771,628,589,628,685
Ufsp1,Ufsp1,protein_coding,207,203,252,272,251,202,172,227,192
Cebpb,Cebpb,protein_coding,840,564,787,1347,1020,611,518,929,757
C2cd4c,C2cd4c,protein_coding,48,26,48,30,42,25,33,22,33
Csnk2b,Csnk2b,protein_coding,1584,1411,1675,1907,2176,1683,1621,1857,1819
Uba3,Uba3,protein_coding,1127,941,1377,1235,1373,1333,1184,1195,1152
Gm4654,Gm4654,processed_pseudogene,2,9,6,5,4,11,2,13,14
Ubxn11,Ubxn11,protein_coding,18,20,16,55,39,40,28,44,39
Hmgxb4,Hmgxb4,protein_coding,592,369,454,520,665,497,578,453,477
AC164431.1,AC164431.1,processed_pseudogene,0,0,0,3,6,3,1,1,0
Tmem176a,Tmem176a,protein_coding,803,556,868,1337,1005,1107,787,1248,1195
Zfp777,Zfp777,protein_coding,687,487,638,798,665,572,655,577,533
Arfgef1,Arfgef1,protein_coding,3788,3284,4339,5202,4768,4558,4258,4160,3709
Gm3764,Gm3764,lincRNA,1,0,0,0,1,0,1,0,5
Pds5b,Pds5b,protein_coding,676,453,658,726,742,644,715,662,567
Cdyl,Cdyl,protein_coding,410,196,381,396,463,475,291,369,376
Fam45a,Fam45a,protein_coding,369,355,418,447,468,418,499,401,391
Mirt1,Mirt1,lincRNA,21,16,13,18,14,7,13,10,8
Ppef2,Ppef2,protein_coding,8,2,10,10,3,1,3,9,0
Cit,Cit,protein_coding,859,660,886,994,851,746,889,753,606
Prr3,Prr3,protein_coding,176,140,152,204,173,119,137,171,150
Znrf2,Znrf2,protein_coding,1275,1102,1403,1769,1674,1415,1503,1395,1532
Ift172,Ift172,protein_coding,712,445,638,696,856,741,607,702,583
Mdm1,Mdm1,protein_coding,144,86,181,173,185,156,187,134,158
Zfp455,Zfp455,protein_coding,26,24,15,43,17,27,19,27,16
Gm12033,Gm12033,processed_pseudogene,0,0,1,3,5,0,1,4,2
Cdt1,Cdt1,protein_coding,982,777,1113,1237,1171,838,1032,939,817
Isca1,Isca1,protein_coding,1438,1002,1309,1556,1408,1125,1140,1355,1140
Ogfrl1,Ogfrl1,protein_coding,121,84,97,89,138,101,122,106,93
Haus3,Haus3,protein_coding,282,246,291,312,367,300,345,287,251
Phf20l1,Phf20l1,protein_coding,939,728,1078,1083,1069,1044,1063,945,1013
Gm13874,Gm13874,lincRNA,2,3,4,2,2,0,2,0,1
Gm20667,Gm20667,sense_overlapping,14,23,7,26,35,22,27,17,14
Afg1l,Afg1l,protein_coding,511,435,512,500,413,523,463,473,343
X4930556N09Rik,4930556N09Rik,lincRNA,0,0,2,0,0,1,2,2,3
Tubg1,Tubg1,protein_coding,617,464,714,547,778,552,686,643,640
Gm4754,Gm4754,processed_pseudogene,0,0,0,1,2,0,1,1,2
Gm20658,Gm20658,antisense,0,1,0,4,0,0,0,0,1
X1500015L24Rik,1500015L24Rik,lincRNA,0,0,0,0,0,2,0,2,2
X1810010D01Rik,1810010D01Rik,protein_coding,29,18,56,35,21,15,44,17,32
X2900045O20Rik,2900045O20Rik,lincRNA,0,1,0,0,3,0,3,1,0
Lrwd1,Lrwd1,protein_coding,445,358,442,483,582,449,417,447,407
Gm45820,Gm45820,antisense,7,5,13,4,7,3,2,4,5
C530005A16Rik,C530005A16Rik,processed_transcript,6,13,27,25,7,15,16,17,5
Gm20735,Gm20735,lincRNA,53,50,46,57,71,88,81,48,78
Atp6v0d1,Atp6v0d1,protein_coding,1671,1401,1634,1747,1680,1435,1350,1592,1476
Itgb5,Itgb5,protein_coding,726,680,866,1056,864,758,723,641,567
Hspe1,Hspe1,protein_coding,2339,1849,2712,3168,3541,2764,2484,3402,2673
Arhgef9,Arhgef9,protein_coding,11,8,8,9,0,4,2,10,5
X9430091E24Rik,9430091E24Rik,processed_transcript,59,71,79,101,57,74,82,69,57
Smarcd3,Smarcd3,protein_coding,18,13,10,21,17,32,40,18,11
St8sia5,St8sia5,protein_coding,121,53,7,59,36,15,50,34,50
Gkap1,Gkap1,protein_coding,75,57,76,111,93,55,67,76,50
Napg,Napg,protein_coding,711,622,730,932,850,806,735,781,824
Gm21887,Gm21887,protein_coding,625,133,145,220,1242,384,139,311,444
Smpdl3a,Smpdl3a,protein_coding,2562,2677,2468,2834,3002,2706,2572,3132,3719
Gm48308,Gm48308,TEC,3,4,4,2,3,9,9,7,5
Gpr75,Gpr75,protein_coding,0,0,11,0,0,0,0,0,0
Gm7730,Gm7730,processed_pseudogene,59,63,90,88,142,71,45,102,109
E230034D01Rik,E230034D01Rik,processed_transcript,9,8,17,8,1,3,9,2,15
Diablo,Diablo,protein_coding,80,82,125,108,114,117,92,122,131
Fam171a2,Fam171a2,protein_coding,14,19,44,21,12,5,19,19,21
Pycr1,Pycr1,protein_coding,89,80,128,118,141,117,138,106,122
Msrb3,Msrb3,protein_coding,2,1,4,4,9,9,0,2,4
Pdzd9,Pdzd9,protein_coding,2,8,4,8,1,5,3,7,2
Gm23966,Gm23966,snRNA,0,0,2,0,6,2,4,1,0
Gm43081,Gm43081,TEC,0,1,5,2,1,0,0,0,2
Timm23,Timm23,protein_coding,1011,871,1057,1157,1878,1083,1139,1117,1110
Zfp932,Zfp932,protein_coding,219,172,238,236,213,143,212,215,209
Il2rb,Il2rb,protein_coding,1,1,11,10,2,4,0,9,47
Cplx1,Cplx1,protein_coding,1,3,4,2,1,0,1,3,0
AU040320,AU040320,protein_coding,2293,1812,2160,2725,2174,2205,2078,2111,1812
Vbp1,Vbp1,protein_coding,586,405,490,723,684,600,631,577,589
Ublcp1,Ublcp1,protein_coding,544,468,727,633,801,642,648,566,655
X2610008E11Rik,2610008E11Rik,protein_coding,248,167,196,281,163,183,241,136,204
Parg,Parg,protein_coding,797,560,709,774,852,822,736,836,612
Syngr4,Syngr4,protein_coding,7,4,21,6,11,11,21,26,8
Cyp2d26,Cyp2d26,protein_coding,307,388,397,431,168,432,288,503,284
Fam178b,Fam178b,protein_coding,0,0,0,0,0,2,0,1,3
Edaradd,Edaradd,protein_coding,13,4,7,12,5,5,7,5,7
Pof1b,Pof1b,protein_coding,3175,2778,2991,3988,3574,3683,3704,3235,3020
Gm26615,Gm26615,lincRNA,10,1,0,10,13,11,12,10,8
Mrps23,Mrps23,protein_coding,891,760,1032,1076,1162,921,873,1148,1039
Parp1,Parp1,protein_coding,1400,1036,1399,1698,1719,1370,1411,1477,1476
Bambi.ps1,Bambi-ps1,processed_pseudogene,7,3,2,4,8,7,2,8,9
Tmem81,Tmem81,protein_coding,53,31,59,89,81,71,74,56,63
Barhl1,Barhl1,protein_coding,2,2,2,3,1,0,0,1,1
Ddx49,Ddx49,protein_coding,558,369,557,572,657,488,551,580,541
Fancm,Fancm,protein_coding,300,173,304,298,246,237,273,241,214
Gm12623,Gm12623,processed_pseudogene,1,1,1,0,7,8,0,1,0
Man2c1,Man2c1,protein_coding,1062,779,977,1307,903,888,1005,1037,941
Spsb3,Spsb3,protein_coding,166,111,148,167,133,92,145,157,105
Tcirg1,Tcirg1,protein_coding,1697,1423,1897,2262,2294,2268,1689,2246,2071
Prepl,Prepl,protein_coding,1006,775,1133,1171,952,947,1039,947,891
Olfr887,Olfr887,protein_coding,2,0,1,2,0,0,0,1,2
Ahnak,Ahnak,protein_coding,10160,8273,9230,13148,9357,9737,5944,8000,8031
Selenon,Selenon,protein_coding,94,53,82,119,110,87,96,91,82
Ppp2r5c,Ppp2r5c,protein_coding,2200,2075,2322,3284,2288,2149,2272,2539,2153
Gm37566,Gm37566,TEC,0,0,0,0,1,0,3,1,1
Gm9574,Gm9574,unprocessed_pseudogene,0,0,0,1,4,5,1,1,1
Gm16518,Gm16518,processed_pseudogene,0,0,0,0,0,0,2,1,3
Gad1os,Gad1os,antisense,0,0,3,0,4,2,1,6,5
X4933405D12Rik,4933405D12Rik,antisense,5,8,3,4,0,4,2,6,1
AC113595.1,AC113595.1,antisense,0,38,0,40,139,114,2,73,2
Tmem39b,Tmem39b,protein_coding,239,136,223,267,286,205,205,250,243
Trim8,Trim8,protein_coding,1170,859,1111,1806,1275,1113,918,1206,811
Pigp,Pigp,protein_coding,323,205,307,372,226,239,279,336,264
Nup35,Nup35,protein_coding,352,194,322,280,443,273,274,327,324
Gpx6,Gpx6,protein_coding,7,0,1,0,0,0,0,0,0
Sdc3,Sdc3,protein_coding,8,7,18,8,14,15,14,13,15
Sos1,Sos1,protein_coding,907,681,893,1161,825,796,903,916,713
Gm6474,Gm6474,processed_pseudogene,0,2,1,2,1,0,0,0,1
Gm10167,Gm10167,processed_pseudogene,62,45,67,50,105,57,85,51,53
Ogdh,Ogdh,protein_coding,9225,8154,9673,10805,9103,8827,9053,9175,8021
Tmem255a,Tmem255a,protein_coding,2,1,5,0,0,7,5,5,3
Gm26628,Gm26628,antisense,8,6,7,9,7,8,2,3,3
Gm45187,Gm45187,antisense,0,4,5,1,2,0,0,1,1
Gm19938,Gm19938,sense_intronic,3,0,0,1,0,0,0,0,0
X9130213A22Rik,9130213A22Rik,protein_coding,0,10,5,5,0,2,7,1,1
Ubr4,Ubr4,protein_coding,4286,3613,5202,5785,4351,4372,3812,4785,3586
Gm26520,Gm26520,lincRNA,0,0,0,0,4,2,0,0,1
P2ry6,P2ry6,protein_coding,470,325,490,732,601,576,506,644,441
Srsf2,Srsf2,protein_coding,5144,3412,4807,5369,6107,4609,4778,5126,4936
Zbed4,Zbed4,protein_coding,400,261,386,394,501,390,351,384,353
Vcl,Vcl,protein_coding,1203,1160,1265,1538,1613,1585,1193,1394,1101
Six4,Six4,protein_coding,0,1,0,0,1,1,6,3,0
Usp38,Usp38,protein_coding,754,696,727,947,911,932,771,860,753
Gm24507,Gm24507,snoRNA,0,0,0,1,2,4,0,1,0
Gm29430,Gm29430,antisense,8,4,12,7,10,1,4,3,3
Gm29112,Gm29112,sense_intronic,0,0,0,0,0,3,0,1,2
Chodl,Chodl,protein_coding,56,28,10,53,9,25,21,32,19
Gm15996,Gm15996,antisense,2,3,3,2,4,3,2,4,7
Gm1943,Gm1943,processed_pseudogene,46,31,27,41,74,31,37,44,36
C530008M17Rik,C530008M17Rik,protein_coding,2222,1906,1984,2622,2271,2032,1934,1957,1952
Vti1a,Vti1a,protein_coding,600,503,667,744,700,573,678,723,703
Rae1,Rae1,protein_coding,856,575,796,871,967,777,733,940,846
Lmln,Lmln,protein_coding,338,165,322,284,290,236,224,235,184
Dnajc1,Dnajc1,protein_coding,665,375,542,702,769,709,557,557,573
Phkb,Phkb,protein_coding,1008,693,930,1211,834,931,948,821,839
Rxrb,Rxrb,protein_coding,1303,1087,1302,1842,1322,1153,1239,1510,1134
Nrip3,Nrip3,protein_coding,6,5,9,6,12,7,6,7,21
Ushbp1,Ushbp1,protein_coding,0,2,1,3,4,3,3,1,3
Gm17491,Gm17491,sense_intronic,113,75,142,131,96,106,133,70,92
Dhx37,Dhx37,protein_coding,591,328,530,523,712,474,485,598,475
Myo1e,Myo1e,protein_coding,2202,2249,2501,2638,2193,2141,1957,1908,2009
X2210016L21Rik,2210016L21Rik,protein_coding,617,519,777,869,654,583,612,714,612
Gm2974,Gm2974,protein_coding,2,0,6,4,5,2,0,12,22
Gm47140,Gm47140,sense_intronic,12,9,7,8,3,6,8,4,6
Mir1929,Mir1929,miRNA,0,0,0,0,2,0,2,0,2
Gm43336,Gm43336,TEC,3,3,2,2,2,0,0,3,0
Gm27241,Gm27241,antisense,0,0,0,2,2,0,1,7,0
Polr2c,Polr2c,protein_coding,631,505,651,819,875,654,694,710,689
Fgf18,Fgf18,protein_coding,14,0,3,29,3,3,3,12,0
Gm15788,Gm15788,antisense,5,3,1,7,2,7,4,7,10
Erich6,Erich6,protein_coding,0,1,0,0,1,1,1,3,0
Gm49172,Gm49172,processed_transcript,96,81,115,157,129,102,105,153,138
Cpox,Cpox,protein_coding,934,695,864,1154,1212,906,1014,903,868
Ptger1,Ptger1,protein_coding,19,25,16,32,24,18,16,15,21
Mfsd4a,Mfsd4a,protein_coding,2456,1600,1413,3268,1965,1899,1646,1633,1553
Tfap2a,Tfap2a,protein_coding,0,0,1,1,0,0,0,0,0
Pelp1,Pelp1,protein_coding,944,655,909,1004,1113,888,982,984,778
Hist1h4j,Hist1h4j,protein_coding,31,12,28,17,14,14,22,25,8
Prdm16,Prdm16,protein_coding,227,205,276,371,196,277,298,245,186
Gm13387,Gm13387,lincRNA,2,1,0,0,0,3,2,1,4
Gm43797,Gm43797,TEC,2,0,0,2,0,0,0,0,0
AC114990.3,AC114990.3,pseudogene,32,34,54,66,54,67,61,51,53
Trim3,Trim3,protein_coding,260,161,292,296,273,240,201,216,178
Gm6565,Gm6565,processed_pseudogene,32,16,36,45,72,40,47,19,30
X4930405A21Rik,4930405A21Rik,processed_transcript,3,4,4,3,11,9,2,7,3
Mir7085,Mir7085,miRNA,0,0,0,0,1,1,1,0,2
Tmem185a,Tmem185a,protein_coding,311,219,330,387,421,291,281,343,339
Gm5628,Gm5628,processed_pseudogene,3,6,8,9,0,4,5,3,2
Ugt2b37,Ugt2b37,protein_coding,0,0,6,7,0,0,2,1,1
X1810014B01Rik,1810014B01Rik,transcribed_unprocessed_pseudogene,129,89,125,174,100,123,121,118,100
Sap130,Sap130,protein_coding,1150,868,1016,1400,1083,930,1069,1052,932
Zswim9,Zswim9,protein_coding,120,101,144,175,109,125,149,103,108
Rgp1,Rgp1,protein_coding,1491,1374,1826,2272,1617,1470,1724,1658,1291
Arhgef16,Arhgef16,protein_coding,4069,3080,4304,4612,4223,3696,3200,3773,3951
Timm17b,Timm17b,protein_coding,505,369,476,637,529,390,430,522,417
Fam13a,Fam13a,protein_coding,1475,804,1175,1308,1087,1083,1285,955,866
Gm37254,Gm37254,TEC,144,112,153,135,110,106,116,133,113
Eogt,Eogt,protein_coding,328,296,376,499,440,489,447,366,342
Gm37309,Gm37309,TEC,196,138,142,185,120,136,178,108,97
Gm43062,Gm43062,lincRNA,16,4,16,5,6,5,1,6,11
Sfswap,Sfswap,protein_coding,1682,1109,1557,1924,1509,1312,1416,1528,1409
Zmat5,Zmat5,protein_coding,153,134,208,184,178,149,134,142,140
Phf10,Phf10,protein_coding,555,454,679,706,767,601,587,607,704
Gm26668,Gm26668,lincRNA,11,1,8,12,4,2,0,8,4
Slc4a1,Slc4a1,protein_coding,3,0,0,1,0,0,0,2,0
Pdzd2,Pdzd2,protein_coding,65,54,72,110,45,51,87,70,61
Trim27,Trim27,protein_coding,1157,813,1396,1451,1812,1221,1106,1311,1269
Gm7336,Gm7336,processed_pseudogene,99,81,190,188,189,186,192,123,189
Gm16184,Gm16184,processed_pseudogene,43,26,33,42,29,26,32,23,19
Ankrd52,Ankrd52,protein_coding,1634,1258,1642,2098,2251,1741,1558,1767,1437
Plekha3,Plekha3,protein_coding,874,941,971,1258,976,913,921,974,832
Gm48079,Gm48079,lincRNA,8,13,5,16,5,6,13,5,5
Lgi2,Lgi2,protein_coding,4,0,1,0,0,0,0,0,0
Gm32687,Gm32687,protein_coding,26,21,28,35,35,34,46,28,32
Mdfic,Mdfic,protein_coding,144,139,128,227,142,182,132,128,79
Commd10,Commd10,protein_coding,623,448,597,710,768,527,645,643,643
Clnk,Clnk,protein_coding,0,0,0,0,0,0,1,1,4
Mir3473e,Mir3473e,miRNA,2,0,1,1,0,0,0,0,0
Gm15283,Gm15283,antisense,62,60,17,78,95,109,46,42,59
Ttll1,Ttll1,protein_coding,115,61,74,137,85,60,89,82,75
Hesx1,Hesx1,protein_coding,3,2,12,12,15,13,11,13,9
Grpr,Grpr,protein_coding,14,23,13,14,11,12,22,6,9
Perm1,Perm1,protein_coding,57,66,86,100,86,136,81,70,89
Pcdhgb1,Pcdhgb1,protein_coding,0,0,12,3,2,10,11,5,10
Hoxb2,Hoxb2,protein_coding,0,3,0,0,5,2,6,1,5
Dus4l,Dus4l,protein_coding,102,66,128,94,138,98,121,92,139
Ergic1,Ergic1,protein_coding,2116,1465,2036,2279,2299,2016,2004,2077,1894
Daxx,Daxx,protein_coding,694,614,819,1074,983,942,740,888,800
Gm20442,Gm20442,lincRNA,3,3,5,5,4,2,14,6,8
Gm45479,Gm45479,antisense,0,0,0,0,1,0,1,1,2
Phactr2,Phactr2,protein_coding,411,434,463,553,345,468,520,384,372
Gm35638,Gm35638,processed_pseudogene,21,22,27,22,27,20,39,23,39
Aoc2,Aoc2,protein_coding,135,71,182,164,183,178,166,153,151
Slc29a1,Slc29a1,protein_coding,564,372,480,590,529,377,554,441,380
Taf1,Taf1,protein_coding,1445,1113,1585,1711,1719,1701,1565,1431,1448
F13a1,F13a1,protein_coding,4,0,13,1,10,16,6,4,17
Dap,Dap,protein_coding,1185,1041,895,1465,1633,1074,1163,1241,1418
Scp2.ps2,Scp2-ps2,transcribed_unprocessed_pseudogene,87,105,145,165,107,90,115,123,105
Gm18601,Gm18601,processed_pseudogene,0,1,2,1,0,0,0,1,1
St3gal2,St3gal2,protein_coding,14,11,9,16,6,7,6,11,17
X2410004P03Rik,2410004P03Rik,protein_coding,10,3,3,0,2,2,3,2,0
AI606181,AI606181,protein_coding,77,54,79,81,88,85,86,89,72
Rdh1,Rdh1,protein_coding,67,65,97,71,89,67,100,110,77
Klf13,Klf13,protein_coding,2456,2155,2250,3713,2322,2236,2291,2736,2005
Creld1,Creld1,protein_coding,194,158,247,238,229,191,178,202,127
Hacd1,Hacd1,protein_coding,446,291,503,572,381,283,515,467,263
Arfgap1,Arfgap1,protein_coding,1486,981,1336,1707,1611,1389,1400,1429,1365
Gm39090,Gm39090,lincRNA,1,0,1,1,3,3,1,1,4
Pla2g2f,Pla2g2f,protein_coding,817,372,234,435,794,809,493,454,594
Rem2,Rem2,protein_coding,53,28,52,75,49,55,53,67,66
Gm16061,Gm16061,processed_pseudogene,0,0,0,0,0,3,2,1,0
Smyd3,Smyd3,protein_coding,228,129,192,271,136,167,203,226,157
Gpr55,Gpr55,protein_coding,6,5,16,12,23,22,7,9,25
Rpp38,Rpp38,protein_coding,103,43,100,120,127,130,78,113,74
Gm5910,Gm5910,processed_pseudogene,2,1,0,2,0,0,1,0,1
I830127L07Rik,I830127L07Rik,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,10
Trnau1ap,Trnau1ap,protein_coding,395,356,429,503,376,383,413,437,387
Lca5l,Lca5l,protein_coding,7,2,12,9,10,6,2,3,2
Tvp23a,Tvp23a,protein_coding,9,6,10,8,12,8,13,10,13
Eef1akmt3,Eef1akmt3,protein_coding,24,16,10,23,26,26,16,21,32
D030051J21Rik,D030051J21Rik,lincRNA,0,0,0,0,1,0,1,0,4
Hoxb3,Hoxb3,protein_coding,128,76,192,122,73,96,119,110,105
Ddx43,Ddx43,protein_coding,60,33,73,29,29,29,53,26,37
Ppp1r21,Ppp1r21,protein_coding,649,477,627,751,627,581,515,587,489
Trim59,Trim59,protein_coding,608,431,494,546,667,659,651,494,500
Ampd2,Ampd2,protein_coding,1240,742,1228,1288,1478,1204,1081,1471,1102
Gm12971,Gm12971,sense_intronic,1,2,4,0,5,1,6,2,4
Ctrl,Ctrl,protein_coding,13,18,26,21,36,29,23,25,41
Gm42941,Gm42941,sense_intronic,23,15,28,23,19,14,23,28,13
Emp2,Emp2,protein_coding,1484,1318,1778,2939,1509,1654,1531,1994,1321
Psmd8,Psmd8,protein_coding,1892,1841,2323,2536,2461,2117,2290,2338,2224
Gm20784,Gm20784,processed_pseudogene,34,15,28,26,14,12,14,29,20
Plekhb1,Plekhb1,protein_coding,2,4,2,4,3,6,0,10,7
Mrpl39,Mrpl39,protein_coding,635,514,654,769,734,655,662,742,645
Gm49463,Gm49463,antisense,14,16,18,24,12,13,14,8,11
Sparc,Sparc,protein_coding,13,0,3,26,9,3,42,9,17
Tmem266,Tmem266,protein_coding,13,21,42,15,39,29,34,31,29
Stox1,Stox1,protein_coding,1,5,1,3,4,8,4,9,2
Bcl11a,Bcl11a,protein_coding,190,187,251,275,201,276,255,261,224
Arl10,Arl10,protein_coding,257,189,266,290,266,196,245,217,198
E430018J23Rik,E430018J23Rik,protein_coding,265,132,198,321,186,234,174,212,191
Vps26b,Vps26b,protein_coding,969,752,1002,1181,1157,1037,995,1076,931
Trmt2b,Trmt2b,protein_coding,745,690,883,1028,725,804,818,802,621
AC122413.2,AC122413.2,protein_coding,0,0,9,0,0,1,0,1,0
Cenps,Cenps,protein_coding,94,62,108,97,151,87,85,89,141
Pttg1,Pttg1,protein_coding,503,367,493,601,384,374,496,488,414
Mdc1,Mdc1,protein_coding,1015,897,1086,1333,1032,994,1221,883,813
Gm4419,Gm4419,antisense,13,10,27,14,20,7,6,15,9
X9130214F15Rik,9130214F15Rik,TEC,42,38,57,41,29,45,43,33,40
Tacc1,Tacc1,protein_coding,107,80,120,135,87,94,88,79,89
Gm22075,Gm22075,misc_RNA,4,2,0,5,0,2,1,2,0
Ppip5k2,Ppip5k2,protein_coding,1717,1204,1561,1990,1676,1684,1813,1602,1556
Rabac1,Rabac1,protein_coding,801,663,1003,1183,940,666,780,1030,821
Tdrp,Tdrp,protein_coding,6,10,7,8,2,5,3,5,8
Gm17025,Gm17025,antisense,28,23,28,54,21,15,23,43,26
Mir503,Mir503,miRNA,3,0,5,0,1,0,0,0,0
Vtcn1,Vtcn1,protein_coding,79,17,24,107,27,37,20,63,37
Hmces,Hmces,protein_coding,417,224,345,395,326,292,311,358,245
Nudt21,Nudt21,protein_coding,985,742,854,1285,1226,966,1132,1131,1009
Phc1,Phc1,protein_coding,400,243,435,570,339,314,363,419,330
Tubgcp3,Tubgcp3,protein_coding,1258,925,1226,1376,1172,1151,1129,1112,1084
Ggt1,Ggt1,protein_coding,28,152,254,66,51,46,50,97,150
Krt19,Krt19,protein_coding,57532,54460,57560,72017,58937,55244,52290,62344,47278
Cib2,Cib2,protein_coding,37,16,21,33,19,7,28,21,28
Eif3s6.ps2,Eif3s6-ps2,processed_pseudogene,66,33,54,106,55,82,82,105,90
Rbmxl1,Rbmxl1,protein_coding,790,536,738,837,1048,758,637,891,752
Lca5,Lca5,protein_coding,79,53,81,78,118,97,108,80,63
Ptar1,Ptar1,protein_coding,146,78,135,138,199,198,127,123,92
Atg101,Atg101,protein_coding,1059,710,908,1327,874,829,795,1115,791
Arhgap27os1,Arhgap27os1,antisense,1,1,1,1,2,1,3,5,0
Zfp420,Zfp420,protein_coding,45,38,67,83,52,34,46,52,46
A130012E19Rik,A130012E19Rik,TEC,0,2,5,2,2,3,9,5,3
Zfp930,Zfp930,protein_coding,147,106,143,167,168,145,167,130,131
Prph,Prph,protein_coding,0,0,1,0,0,3,2,3,0
Gm2061,Gm2061,lincRNA,49,39,98,54,21,15,52,70,40
Fra10ac1,Fra10ac1,protein_coding,223,171,237,289,240,244,231,262,275
