gene_id gene_name gene_biotype P14E1Vil_1_1_count P14E1Vil_1_3_count P14E2Vil_1_1_count P14E2Vil_1_2_count P14E2Vil_1_3_count P14E1Vil_2_4_count P14E2Vil_2_5_count P13E2Cad_2_3_count P13E2Cad_2_4_count P13E2Cad_1_1_count P13E2Cad_1_3_count P13E2Cad_1_4_count P13E2Cad_1_5_count P13E1Col_1_3_count P13E1Col_1_4_count P13E1Col_1_5_count P13E1Col_1_6_count P13E1Col_1_7_count a10 a19 a20 a9
Egln2 ENSMUSG00000058709 Egln2 protein_coding 2096 1952 2414 1879 2195 2914 2326 1922 1840 1568 1729 2027 1474 2075 2120 2203 2508 2554 834 732 895 716
Fcer1g ENSMUSG00000058715 Fcer1g protein_coding 677 321 428 785 645 2111 1527 1044 717 751 791 914 620 1041 1034 1676 1873 2533 139 136 167 132
Cd300c ENSMUSG00000058728 Cd300c protein_coding 3 2 1 1 0 6 7 11 1 4 8 14 2 2 0 8 5 7 0 0 1 1
Lin9 ENSMUSG00000058729 Lin9 protein_coding 185 347 218 249 284 382 393 252 273 231 273 289 184 265 392 359 290 400 107 96 139 78
Kcnt1 ENSMUSG00000058740 Kcnt1 protein_coding 40 27 40 23 20 3 10 36 30 29 32 52 21 11 6 13 0 3 24 9 22 17
Prr19 ENSMUSG00000058741 Prr19 protein_coding 0 1 0 0 0 0 1 0 1 0 0 0 0 0 2 2 0 0 0 0 0 0
Kcnj14 ENSMUSG00000058743 Kcnj14 protein_coding 4 3 4 5 2 2 3 1 1 1 1 3 2 5 4 15 2 5 0 1 1 2
Gm9174 ENSMUSG00000058745 Gm9174 processed_pseudogene 2 3 0 0 1 1 2 6 1 3 0 4 0 0 1 2 2 5 0 0 0 0
Zfp958 ENSMUSG00000058748 Zfp958 protein_coding 245 227 251 222 295 271 155 168 117 109 87 119 112 214 220 152 244 242 93 104 98 86
Osm ENSMUSG00000058755 Osm protein_coding 15 13 22 16 11 76 101 20 43 23 19 23 46 14 32 60 32 75 0 2 1 2
Thra ENSMUSG00000058756 Thra protein_coding 1706 2062 2414 1672 2130 577 1093 1152 967 890 898 1039 997 1663 1116 1208 725 997 1204 1045 1118 1163
Rnf169 ENSMUSG00000058761 Rnf169 protein_coding 753 740 825 749 856 212 753 805 688 544 678 738 511 657 533 705 204 353 304 308 287 245
Hist1h1b ENSMUSG00000058773 Hist1h1b protein_coding 4 5 16 16 14 9 6 25 24 16 25 19 19 17 6 6 20 15 6 4 6 0
Cds2 ENSMUSG00000058793 Cds2 protein_coding 3867 4404 4513 3576 4899 1246 2720 2951 2669 2508 2251 2435 2800 3571 2809 2845 1491 1884 1737 1734 1766 1980
Nfe2 ENSMUSG00000058794 Nfe2 protein_coding 30 8 14 13 6 42 45 17 16 12 8 23 6 11 27 65 45 53 2 0 4 0
Nap1l1 ENSMUSG00000058799 Nap1l1 protein_coding 2132 2890 2475 2193 2812 3827 2940 2187 2358 1972 2299 2697 1605 3086 3331 3215 3320 3246 910 1002 1397 833
Col13a1 ENSMUSG00000058806 Col13a1 protein_coding 135 88 66 60 80 23 80 52 27 48 30 46 21 74 57 59 37 49 28 41 41 34
Hspd1.ps3 ENSMUSG00000058809 Hspd1-ps3 processed_pseudogene 313 184 105 256 277 239 244 123 191 137 146 178 123 220 246 379 213 227 79 94 118 105
X0610039K10Rik ENSMUSG00000058812 0610039K10Rik antisense 11 16 32 22 12 0 4 14 13 16 11 28 7 4 8 4 9 8 776 949 925 649
Pirb ENSMUSG00000058818 Pirb protein_coding 451 96 240 366 365 844 875 660 404 377 407 471 414 398 503 989 634 1019 39 42 47 57
Opn1sw ENSMUSG00000058831 Opn1sw protein_coding 11 11 15 10 10 6 9 10 6 10 2 3 3 14 7 3 9 13 6 4 3 2
Rex1bd ENSMUSG00000058833 Rex1bd protein_coding 974 1008 873 777 870 2389 1309 973 1023 1098 1163 1202 672 1008 1135 918 2165 1629 258 292 321 256
Abi1 ENSMUSG00000058835 Abi1 protein_coding 3211 3878 4367 3801 4404 4328 5093 4857 4483 3792 4001 4832 4147 5048 4888 4498 4008 5563 1524 1505 1898 1334
Rps27a.ps2 ENSMUSG00000058838 Rps27a-ps2 processed_pseudogene 83 119 144 150 110 552 115 175 93 153 247 156 93 205 253 168 255 523 27 36 33 25
Gm4832 ENSMUSG00000058869 Gm4832 transcribed_processed_pseudogene 0 0 0 0 0 0 0 4 0 0 0 2 1 0 0 0 0 0 0 0 0 0
Gm5582 ENSMUSG00000058873 Gm5582 processed_pseudogene 5 5 5 4 5 0 3 4 7 3 7 3 4 5 3 5 2 8 0 0 2 1
Zfp516 ENSMUSG00000058881 Zfp516 protein_coding 568 552 607 563 673 120 434 341 283 290 230 273 290 523 398 604 96 259 254 270 299 266
Deaf1 ENSMUSG00000058886 Deaf1 protein_coding 733 702 912 603 740 404 537 581 440 479 440 494 390 519 487 509 505 519 352 315 395 361
Col25a1 ENSMUSG00000058897 Col25a1 protein_coding 56 47 28 24 64 3 8 18 23 36 30 27 39 16 3 49 0 9 24 22 25 31
Rsl1 ENSMUSG00000058900 Rsl1 protein_coding 176 178 170 151 210 176 149 217 102 101 145 155 105 209 186 213 143 161 76 66 92 53
Gm10051 ENSMUSG00000058905 Gm10051 processed_pseudogene 19 20 22 20 21 41 16 17 12 22 18 13 24 15 31 16 24 65 1 12 4 5
Pla2g2a ENSMUSG00000058908 Pla2g2a polymorphic_pseudogene 123 196 420 478 213 647 1637 542 1087 599 983 1127 660 710 617 978 1115 1710 24 39 45 18
C1qtnf3 ENSMUSG00000058914 C1qtnf3 protein_coding 152 317 154 265 345 524 320 635 245 231 253 337 190 1388 705 1490 599 890 275 337 370 202
Slc10a5 ENSMUSG00000058921 Slc10a5 protein_coding 1013 1284 1583 1034 1711 83 488 730 350 344 423 399 416 981 617 666 127 448 595 493 544 599
Gm10052 ENSMUSG00000058922 Gm10052 processed_pseudogene 303 355 380 357 356 313 467 359 289 252 306 385 214 390 579 491 296 531 111 114 106 99
Ccdc192 ENSMUSG00000058925 Ccdc192 protein_coding 2 8 3 3 1 0 2 4 1 4 9 6 8 1 3 8 0 1 2 3 3 7
Gm10053 ENSMUSG00000058927 Gm10053 protein_coding 490 497 351 587 687 1932 889 851 891 800 757 963 780 806 1173 801 1854 1635 159 151 144 148
Igf1os ENSMUSG00000058934 Igf1os antisense 1 0 1 0 0 0 1 0 1 0 1 0 1 0 0 1 8 0 0 0 0 0
Tex48 ENSMUSG00000058935 Tex48 protein_coding 1 5 4 0 0 0 0 1 3 0 5 1 0 0 0 0 0 6 0 0 0 0
Cfi ENSMUSG00000058952 Cfi protein_coding 2 1 10 4 3 4 2 1 0 0 2 1 0 3 4 11 4 2 1 1 4 0
Fam57b ENSMUSG00000058966 Fam57b protein_coding 40 30 38 22 28 8 19 18 11 19 13 23 13 31 27 21 10 11 2455 2385 3002 2347
Kcnc1 ENSMUSG00000058975 Kcnc1 protein_coding 30 36 12 23 30 2 13 16 19 39 8 30 21 26 7 21 8 6 21 25 22 19
Hdhd5 ENSMUSG00000058979 Hdhd5 protein_coding 508 593 720 566 615 692 551 653 429 459 435 394 371 575 621 545 645 713 207 238 239 211
Vwa8 ENSMUSG00000058997 Vwa8 protein_coding 3554 3923 4588 3130 4161 931 2737 3633 2437 2584 2551 3093 3002 3353 2323 2461 899 1581 1517 1492 1804 1598
Grin2a ENSMUSG00000059003 Grin2a protein_coding 3 2 1 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 1 1 0 1
Hnrnpa3 ENSMUSG00000059005 Hnrnpa3 protein_coding 1514 1979 1939 1768 1997 1392 1940 2088 1980 1713 1967 2022 1846 1521 1541 1569 1333 1126 856 815 1002 749
Sh2d3c ENSMUSG00000059013 Sh2d3c protein_coding 213 237 240 247 224 209 312 335 168 199 227 250 184 366 245 344 165 299 75 76 88 60
Kcp ENSMUSG00000059022 Kcp protein_coding 79 78 175 75 94 11 57 90 43 59 60 61 64 115 47 123 24 39 27 23 30 41
X9630013D21Rik ENSMUSG00000059027 9630013D21Rik processed_transcript 9 11 16 4 9 11 11 15 5 6 6 4 5 4 4 15 1 5 3 2 3 1
Olfr482 ENSMUSG00000059031 Olfr482 protein_coding 4 3 7 3 8 7 3 15 3 65 3 7 52 6 10 4 6 7 1 1 0 0
Eno1b ENSMUSG00000059040 Eno1b protein_coding 228 281 330 262 255 118 506 430 500 383 453 531 367 498 361 489 198 503 79 58 85 59
Klk1b9 ENSMUSG00000059042 Klk1b9 protein_coding 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0
Frem1 ENSMUSG00000059049 Frem1 protein_coding 27 6 29 19 50 24 31 18 7 7 7 21 18 14 21 49 14 17 11 24 19 15
Tma7.ps ENSMUSG00000059058 Tma7-ps processed_pseudogene 146 193 157 173 191 694 264 184 184 183 168 213 114 255 226 221 652 221 69 60 61 50
Rad51b ENSMUSG00000059060 Rad51b protein_coding 80 90 102 86 71 115 57 72 58 51 51 75 44 79 70 67 107 102 29 35 39 28
Gm10059 ENSMUSG00000059064 Gm10059 processed_pseudogene 20 10 9 19 33 61 26 32 22 36 22 21 18 17 20 20 32 25 2 0 1 0
Rpl18 ENSMUSG00000059070 Rpl18 protein_coding 13874 15676 15876 12333 14230 42658 20818 13552 13450 14454 12398 15801 10454 18934 20813 16291 36984 27273 4641 4491 5889 3898
Fcgr4 ENSMUSG00000059089 Fcgr4 protein_coding 101 131 105 344 170 818 805 405 314 323 332 358 265 359 376 969 992 1340 34 31 19 26
Ifitm6 ENSMUSG00000059108 Ifitm6 protein_coding 49 16 29 17 37 207 174 29 38 10 23 46 67 55 88 115 122 206 6 2 2 4
Nap1l4 ENSMUSG00000059119 Nap1l4 protein_coding 2249 2582 2969 2288 2421 2018 2821 2195 1866 1804 1981 2285 1720 2647 2647 2659 2231 3108 841 904 1080 760
Zfp945 ENSMUSG00000059142 Zfp945 protein_coding 277 394 424 445 527 451 319 485 316 255 292 343 300 358 343 322 264 366 143 143 183 119
Ntrk3 ENSMUSG00000059146 Ntrk3 protein_coding 68 62 102 54 81 15 27 62 47 30 44 63 54 23 35 40 11 26 42 44 49 29
Mfsd4a ENSMUSG00000059149 Mfsd4a protein_coding 1848 3460 6338 2379 2377 314 2269 2254 1589 1652 1542 1979 1852 2636 1916 2497 571 1477 1643 1804 2443 867
Rpl26.ps4 ENSMUSG00000059150 Rpl26-ps4 processed_pseudogene 5 4 1 0 5 0 1 14 6 6 10 14 10 0 1 0 0 0 1 0 0 0
Gm8129 ENSMUSG00000059159 Gm8129 processed_pseudogene 119 96 112 122 116 494 216 140 207 198 168 211 138 154 193 116 375 114 19 19 24 18
Pde1a ENSMUSG00000059173 Pde1a protein_coding 273 309 310 231 377 152 225 152 102 152 157 156 126 286 233 274 206 331 120 127 162 107
Gm8991 ENSMUSG00000059179 Gm8991 processed_pseudogene 356 442 403 411 424 187 536 295 269 286 307 336 255 416 459 446 286 269 5 4 7 7
Skap2 ENSMUSG00000059182 Skap2 protein_coding 1528 2066 2395 1976 2144 2351 3161 2665 2724 2166 2519 2936 1903 2803 2158 2996 2203 3021 541 518 698 519
Mtfmt ENSMUSG00000059183 Mtfmt protein_coding 568 469 603 445 624 539 501 578 583 371 521 513 361 452 391 446 439 615 199 201 208 231
Fam19a1 ENSMUSG00000059187 Fam19a1 protein_coding 13 20 19 20 23 17 10 5 2 6 8 15 9 15 12 35 8 3 12 12 12 8
Gm12715 ENSMUSG00000059195 Gm12715 processed_pseudogene 412 413 816 695 768 335 820 711 648 816 441 749 659 561 1081 1169 391 1448 101 94 143 132
Lep ENSMUSG00000059201 Lep protein_coding 18 1 1 1 11 0 3 4 0 0 2 1 1 0 5 0 6 2 10 8 2 2
Hnrnpm ENSMUSG00000059208 Hnrnpm protein_coding 4648 5722 5220 5343 5776 5233 7520 6454 6908 6383 6907 7470 5741 5943 5760 6616 4544 4811 1801 1988 2213 1802
Ddn ENSMUSG00000059213 Ddn protein_coding 4 1 1 3 0 0 0 2 1 0 0 0 1 2 3 0 0 0 0 0 3 3
Ppp1r2.ps4 ENSMUSG00000059237 Ppp1r2-ps4 processed_pseudogene 7 21 5 9 11 16 20 17 12 14 19 8 2 16 13 7 16 4 0 5 2 0
Sept9 ENSMUSG00000059248 Sept9 protein_coding 1902 2272 3116 2355 2471 1545 3126 2114 1955 1922 1898 2087 1908 3419 2539 3707 1790 2649 777 846 1158 799
Tpt1.ps5 ENSMUSG00000059252 Tpt1-ps5 processed_pseudogene 1 0 1 2 3 1 1 2 0 1 2 3 1 0 1 1 1 3 1 1 3 1
Gzmd ENSMUSG00000059256 Gzmd protein_coding 0 0 0 0 0 19 0 0 6 0 2 0 0 2 0 0 0 3 0 0 0 0
Usp47 ENSMUSG00000059263 Usp47 protein_coding 3414 4057 4172 3832 5020 1582 4366 4270 4226 3166 3752 4407 3520 4204 3282 3792 1534 2813 1521 1494 1777 1420
Zc3h4 ENSMUSG00000059273 Zc3h4 protein_coding 1626 2348 2298 1837 2066 450 1881 1801 1379 1323 1622 1573 1535 1500 1365 1937 577 1125 681 848 993 625
R74862 ENSMUSG00000059277 R74862 processed_transcript 19 32 43 34 24 22 10 19 15 9 18 27 11 13 4 15 7 10 378 388 471 313
Naa38 ENSMUSG00000059278 Naa38 protein_coding 585 583 482 529 614 1995 778 576 508 560 591 705 422 633 721 594 1687 1187 232 236 326 222
Cdyl ENSMUSG00000059288 Cdyl protein_coding 308 319 486 311 411 321 675 488 684 406 551 705 446 492 532 615 440 648 109 115 128 117
Rpl11 ENSMUSG00000059291 Rpl11 protein_coding 9685 11437 11438 10271 10189 32300 14333 10336 9732 10068 10674 11012 7067 12407 14493 11149 22734 16591 3518 3410 3637 2545
Gm5434 ENSMUSG00000059301 Gm5434 transcribed_processed_pseudogene 2 1 0 2 2 2 6 7 2 0 2 2 0 1 5 2 5 1 0 1 0 0
Vpreb1 ENSMUSG00000059305 Vpreb1 protein_coding 6 8 2 5 5 9 6 12 5 8 2 4 2 2 1 7 11 2 21 14 22 10
Slc27a4 ENSMUSG00000059316 Slc27a4 protein_coding 3481 2765 1897 2177 3564 1417 1807 1588 1893 1777 1547 1792 1980 2203 2397 2005 1626 2128 1124 1090 1174 1518
Tonsl ENSMUSG00000059323 Tonsl protein_coding 574 574 721 654 762 222 659 719 670 551 713 683 525 677 533 651 296 466 272 211 306 241
Hopx ENSMUSG00000059325 Hopx protein_coding 599 764 711 478 523 850 591 415 327 364 413 338 372 705 671 530 1208 790 328 344 365 333
Csf2ra ENSMUSG00000059326 Csf2ra protein_coding 850 495 584 672 721 339 876 1127 821 708 892 1002 752 689 513 995 450 796 282 259 271 216
Eda ENSMUSG00000059327 Eda protein_coding 39 28 50 26 60 16 33 19 25 22 14 18 26 42 28 43 16 29 37 25 16 17
Zfp36l3 ENSMUSG00000059334 Zfp36l3 protein_coding 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 2 0
Slc14a1 ENSMUSG00000059336 Slc14a1 protein_coding 24 18 39 24 31 18 25 22 18 12 34 18 10 24 25 39 14 46 6 11 12 21
Gm10064 ENSMUSG00000059352 Gm10064 processed_pseudogene 4 0 0 0 0 0 0 2 1 0 0 1 0 0 0 1 0 0 0 0 0 0
Wdr83os ENSMUSG00000059355 Wdr83os protein_coding 559 753 684 555 589 1235 904 572 811 762 576 765 643 835 946 623 1318 1199 345 364 469 324
Nrsn2 ENSMUSG00000059361 Nrsn2 protein_coding 31 9 15 6 12 12 6 3 0 10 0 0 2 3 9 3 2 9 4 4 10 8
Fxn ENSMUSG00000059363 Fxn protein_coding 227 240 243 225 248 469 371 207 214 184 221 202 193 251 325 264 601 489 80 90 133 98
Nkapl ENSMUSG00000059395 Nkapl protein_coding 4 8 2 6 13 15 6 8 7 1 2 3 2 7 4 1 9 6 4 10 4 5
Mamld1 ENSMUSG00000059401 Mamld1 protein_coding 91 101 94 52 88 8 48 61 21 37 23 36 40 65 52 62 6 13 58 43 83 35
Tmprss9 ENSMUSG00000059406 Tmprss9 protein_coding 8 8 1 6 6 0 4 12 11 1 8 9 16 2 5 0 0 0 7 7 5 3
Mrgprh ENSMUSG00000059408 Mrgprh protein_coding 1 2 1 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 2 2 0
Ppp2r5d ENSMUSG00000059409 Ppp2r5d protein_coding 1419 1547 1546 1385 1840 792 1508 1198 1175 1301 1036 1119 977 1650 1437 1622 1119 1333 752 749 954 816
Fxyd2 ENSMUSG00000059412 Fxyd2 protein_coding 28 26 23 15 35 26 14 38 8 23 5 7 34 34 34 28 77 30 5 6 10 11
Gm8116 ENSMUSG00000059422 Gm8116 processed_pseudogene 160 216 255 212 276 224 264 132 91 99 147 103 106 410 428 368 392 458 59 67 68 46
Zfp933 ENSMUSG00000059423 Zfp933 protein_coding 252 295 325 226 272 205 238 294 177 209 233 211 181 265 244 210 284 258 85 119 137 75
Actg2 ENSMUSG00000059430 Actg2 protein_coding 16894 19408 28504 11333 20169 4269 6360 12223 9898 10959 7373 8127 9869 29421 14699 17410 6232 14717 8318 9199 8250 8858
Gckr ENSMUSG00000059434 Gckr protein_coding 3 4 0 4 0 0 1 0 1 5 4 6 6 0 0 3 0 0 0 0 2 0
Max ENSMUSG00000059436 Max protein_coding 2909 3563 4889 3545 3888 3919 3807 4637 4362 4242 3772 4793 3821 4603 3584 3462 3442 4232 1611 1250 1508 1394
Bcas3 ENSMUSG00000059439 Bcas3 protein_coding 371 383 541 322 370 84 376 350 228 223 223 231 293 400 264 436 155 199 190 199 220 178
Hadhb ENSMUSG00000059447 Hadhb protein_coding 4495 5396 4033 3966 5121 4051 4154 3884 3859 3836 3576 3998 3761 4346 4118 3427 3357 3429 1677 1779 1798 1825
Plac8l1 ENSMUSG00000059455 Plac8l1 protein_coding 3 1 6 1 8 0 0 1 3 0 0 0 0 0 1 2 3 1 3 0 4 1
Ptk2b ENSMUSG00000059456 Ptk2b protein_coding 1688 2017 2258 2322 2548 1224 3226 2648 3004 2750 2509 3219 2920 2574 2371 2916 1328 2240 800 692 889 692
Olfr286 ENSMUSG00000059460 Olfr286 protein_coding 4 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 1 1 0 0
Gm7331 ENSMUSG00000059461 Gm7331 processed_pseudogene 106 65 130 141 123 203 99 173 79 153 66 114 110 94 172 159 171 256 35 37 38 31
Mbtd1 ENSMUSG00000059474 Mbtd1 protein_coding 748 1073 1104 793 1043 559 911 755 541 458 636 665 465 926 834 866 484 848 421 338 406 325
Zfp426 ENSMUSG00000059475 Zfp426 protein_coding 490 502 505 404 573 335 448 477 435 365 358 395 287 546 435 504 303 419 193 209 215 196
B3gnt8 ENSMUSG00000059479 B3gnt8 protein_coding 99 95 189 67 128 129 118 91 59 53 59 69 53 161 153 133 106 113 432 398 449 371
X2610301B20Rik ENSMUSG00000059482 2610301B20Rik protein_coding 196 212 228 198 249 171 156 195 129 151 112 162 133 173 186 208 143 157 78 100 103 84
Kbtbd2 ENSMUSG00000059486 Kbtbd2 protein_coding 840 1389 1244 1032 1282 703 1112 1097 899 781 965 966 812 1079 1223 1064 640 865 423 442 484 332
Nhs ENSMUSG00000059493 Nhs protein_coding 76 56 31 48 51 18 33 41 35 36 33 47 26 53 37 68 16 32 25 35 27 11
Arhgef12 ENSMUSG00000059495 Arhgef12 protein_coding 2989 2933 3654 2552 3379 463 1612 1707 1098 1112 1195 1313 1085 1926 1660 2273 506 1127 1235 1328 1637 1109
Fcgr3 ENSMUSG00000059498 Fcgr3 protein_coding 588 355 531 827 570 1415 1272 539 381 504 396 454 358 756 1078 1738 1323 1733 129 144 156 136
Znhit1 ENSMUSG00000059518 Znhit1 protein_coding 760 829 785 747 923 2193 1269 916 1027 959 998 1184 789 1094 1109 993 1880 1624 359 363 432 335
Uqcr10 ENSMUSG00000059534 Uqcr10 protein_coding 4650 5634 5594 4716 5313 14367 6585 5863 5557 6262 5751 6378 4724 6101 6465 4610 12437 8809 1959 1878 2190 1788
Tcea2 ENSMUSG00000059540 Tcea2 protein_coding 61 65 112 71 73 54 70 79 53 72 71 90 44 61 52 50 38 45 29 24 32 34
Trp53 ENSMUSG00000059552 Trp53 protein_coding 1249 1457 1632 1513 1598 887 1751 1154 891 835 778 1020 731 1852 1662 1906 1302 1512 666 633 807 552
Ccdc28a ENSMUSG00000059554 Ccdc28a protein_coding 387 684 572 498 526 705 504 704 415 449 551 488 443 488 432 304 549 480 230 220 215 163
Tor4a ENSMUSG00000059555 Tor4a protein_coding 1377 1644 1792 1626 1825 1060 1773 1688 1252 1274 1318 1368 1310 1803 1460 1859 1204 1699 545 574 756 513
Ccdc154 ENSMUSG00000059562 Ccdc154 protein_coding 4 3 6 8 8 0 2 5 1 6 3 2 0 4 3 0 0 0 2 2 1 0
Gm5292 ENSMUSG00000059565 Gm5292 processed_pseudogene 0 2 0 0 0 0 2 1 0 5 2 0 0 4 1 0 0 1 0 0 0 0
Gm16218 ENSMUSG00000059571 Gm16218 processed_pseudogene 0 0 0 9 3 0 2 0 4 0 2 2 2 0 0 0 0 0 0 0 0 0
Nsmce2 ENSMUSG00000059586 Nsmce2 protein_coding 394 367 425 357 473 505 474 294 311 290 322 393 273 427 536 463 552 556 146 120 147 103
Calcrl ENSMUSG00000059588 Calcrl protein_coding 580 802 678 568 731 442 313 278 142 182 163 189 158 570 594 653 449 454 259 279 345 207
Syn3 ENSMUSG00000059602 Syn3 protein_coding 48 35 56 45 46 9 20 31 26 33 15 27 17 18 21 49 8 18 658 655 834 542
Rnase2b ENSMUSG00000059606 Rnase2b protein_coding 9 19 19 26 12 20 21 14 7 12 10 8 13 10 27 13 0 0 3 3 7 0
Sohlh1 ENSMUSG00000059625 Sohlh1 protein_coding 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
X1500035N22Rik ENSMUSG00000059631 1500035N22Rik lincRNA 6 7 5 2 6 4 1 1 0 1 2 1 2 0 1 5 2 0 3 3 0 3
Clec4a4 ENSMUSG00000059639 Clec4a4 protein_coding 5 2 1 5 7 3 5 13 4 1 3 5 2 1 9 4 5 9 1 4 0 2
Gm7361 ENSMUSG00000059645 Gm7361 protein_coding 2 1 1 1 0 0 0 0 0 0 1 0 1 2 0 0 0 0 1 0 2 2
Cbx3.ps7 ENSMUSG00000059647 Cbx3-ps7 processed_pseudogene 6 7 12 3 3 7 5 6 8 5 2 4 8 8 4 11 10 12 0 2 2 1
Reg1 ENSMUSG00000059654 Reg1 protein_coding 691 15 0 19 7 26 51 24 71 12 25 30 19 30 73 33 4 11 3 53 3 0
Stfa2l1 ENSMUSG00000059657 Stfa2l1 protein_coding 7 0 0 6 1 51 38 7 6 15 3 18 23 0 6 31 24 35 0 0 0 0
Gm16379 ENSMUSG00000059658 Gm16379 processed_pseudogene 3 1 3 1 1 0 1 1 2 0 1 0 6 1 0 1 1 1 0 0 0 0
Gm10069 ENSMUSG00000059659 Gm10069 antisense 18 15 23 21 14 8 16 21 12 11 21 12 10 6 17 15 30 12 15 20 25 23
Krt4 ENSMUSG00000059668 Krt4 protein_coding 1 2 0 2 1 5 0 0 0 2 0 2 2 0 0 1 2 0 0 1 2 1
Taf1b ENSMUSG00000059669 Taf1b protein_coding 149 251 212 202 219 206 179 162 143 157 148 204 144 222 257 151 196 196 76 80 86 64
Cdh24 ENSMUSG00000059674 Cdh24 protein_coding 144 142 164 170 175 84 120 207 202 195 174 177 132 114 87 125 74 82 61 74 58 37
Zfp637 ENSMUSG00000059689 Zfp637 protein_coding 378 325 395 327 401 544 307 252 210 205 189 228 187 411 320 348 451 423 166 143 144 108
A830035A12Rik ENSMUSG00000059706 A830035A12Rik processed_transcript 0 1 2 0 0 0 0 2 1 0 0 1 2 0 0 0 3 0 5 2 3 1
Akap17b ENSMUSG00000059708 Akap17b protein_coding 127 93 85 102 103 12 65 74 44 53 44 65 70 74 110 88 33 35 31 36 50 45
Rcan3 ENSMUSG00000059713 Rcan3 protein_coding 1271 1272 1507 1061 1166 331 772 732 609 612 520 544 614 1014 874 864 398 652 478 544 607 380
Flot1 ENSMUSG00000059714 Flot1 protein_coding 1653 1311 1567 1508 1973 1957 2070 1553 1522 1378 1330 1459 1223 1815 1643 1863 1872 2374 564 499 597 526
Olfr1385 ENSMUSG00000059729 Olfr1385 protein_coding 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ndufs8 ENSMUSG00000059734 Ndufs8 protein_coding 2093 2439 2106 2356 2573 5379 3440 2411 2202 2225 2450 2462 1832 3093 3167 2775 5232 4918 714 770 941 672
Myl3 ENSMUSG00000059741 Myl3 protein_coding 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 3 0
Kcnh7 ENSMUSG00000059742 Kcnh7 protein_coding 82 121 132 122 123 60 78 147 100 93 93 102 86 52 86 55 46 48 48 59 79 51
Fdps ENSMUSG00000059743 Fdps protein_coding 84 182 166 174 111 100 190 254 172 161 192 213 179 147 162 144 74 250 879 983 1488 755
Rps3a3 ENSMUSG00000059751 Rps3a3 processed_pseudogene 48 44 86 86 66 173 82 85 57 107 59 60 61 67 90 80 121 188 14 20 20 15
Slx1b ENSMUSG00000059772 Slx1b protein_coding 503 497 501 407 488 274 309 383 277 329 315 308 253 409 293 271 320 376 289 286 333 211
Rps26.ps1 ENSMUSG00000059775 Rps26-ps1 transcribed_processed_pseudogene 141 221 187 74 240 202 95 127 56 84 107 78 88 194 116 89 137 228 18 14 15 10
Rpl13.ps6 ENSMUSG00000059776 Rpl13-ps6 processed_pseudogene 5 20 18 13 12 44 19 15 11 16 10 14 27 18 30 21 52 59 6 2 8 5
Nrm ENSMUSG00000059791 Nrm protein_coding 381 439 388 331 415 206 446 243 229 221 241 263 189 407 387 339 360 396 168 158 199 159
Eif4a1 ENSMUSG00000059796 Eif4a1 protein_coding 9279 10259 10309 10578 11318 16926 16859 10621 11166 8710 10890 12344 8309 13083 14615 14414 18254 17704 3230 3427 4015 3273
Rgs3 ENSMUSG00000059810 Rgs3 protein_coding 818 1050 1211 915 947 489 996 842 847 699 732 853 739 1104 885 1214 504 844 398 430 466 300
Atl2 ENSMUSG00000059811 Atl2 protein_coding 2636 2990 2800 2664 4172 2473 3128 3126 2809 2412 2660 2782 2692 3477 3264 2808 2460 3068 1115 962 1223 1135
Shisal2a ENSMUSG00000059816 Shisal2a protein_coding 0 0 0 0 1 6 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0
Nkapd1 ENSMUSG00000059820 Nkapd1 protein_coding 654 637 814 668 797 548 666 643 447 394 453 556 461 640 639 624 549 707 321 318 326 206
Dbp ENSMUSG00000059824 Dbp protein_coding 113 233 57 56 152 56 68 34 26 34 25 46 41 127 71 77 31 141 118 44 55 116
Gm16380 ENSMUSG00000059830 Gm16380 processed_pseudogene 0 1 1 3 5 0 1 0 2 0 3 1 0 3 3 2 1 3 3 0 1 2
Sclt1 ENSMUSG00000059834 Sclt1 protein_coding 222 328 275 276 251 259 277 241 161 174 208 199 155 266 278 226 196 279 154 120 162 92
Rpl13.ps3 ENSMUSG00000059835 Rpl13-ps3 processed_pseudogene 5 1 4 0 6 10 5 5 4 5 8 6 1 5 7 3 8 9 0 1 1 0
Zfp874b ENSMUSG00000059839 Zfp874b protein_coding 99 128 143 129 144 74 96 111 40 52 57 77 68 126 86 121 63 66 107 69 98 50
Zfp341 ENSMUSG00000059842 Zfp341 protein_coding 140 160 193 151 153 67 128 111 97 80 92 100 99 158 105 149 79 103 53 66 87 55
Kmt5c ENSMUSG00000059851 Kmt5c protein_coding 1547 1367 1710 1676 1799 1204 1608 2494 2248 2041 2166 2298 1815 1554 1163 1458 1035 1164 821 643 688 644
